0,1,2,3,4,5,6,7,8,9,10
39472.0,88137.0,43053.0,116764.0,96278.0,96278.0,100391.0,118828.0,63534.0,96333.0,96333.0
43570.0,79953.0,100405.0,112676.0,116764.0,116764.0,118828.0,106540.0,43053.0,51283.0,51283.0
79412.0,57426.0,55350.0,47142.0,112676.0,112676.0,106540.0,63534.0,100405.0,65620.0,65620.0
110132.0,94297.0,114743.0,112678.0,47142.0,47142.0,63534.0,43053.0,114743.0,92244.0,92244.0
100405.0,100443.0,38971.0,118828.0,112678.0,112678.0,43053.0,100405.0,63547.0,96351.0,96351.0
110134.0,96351.0,57404.0,106540.0,118828.0,100391.0,100405.0,55350.0,108616.0,116832.0,116832.0
76856.0,100447.0,79938.0,63534.0,106540.0,118828.0,104502.0,114743.0,96333.0,90211.0,90211.0
97847.0,108642.0,79953.0,43053.0,63534.0,106540.0,114743.0,63547.0,51283.0,45157.0,45157.0
38971.0,90211.0,57426.0,100405.0,43053.0,63534.0,55350.0,57404.0,65620.0,106597.0,106597.0
36413.0,100450.0,94297.0,104502.0,100405.0,43053.0,63547.0,108616.0,92244.0,88171.0,88171.0
79938.0,106597.0,100443.0,114743.0,104502.0,100405.0,57404.0,96333.0,96351.0,96365.0,96365.0
117315.0,77928.0,96351.0,55350.0,114743.0,104502.0,108616.0,51283.0,116832.0,53360.0,53360.0
96837.0,65647.0,116832.0,38971.0,55350.0,114743.0,96333.0,65620.0,90211.0,112758.0,112758.0
118854.0,96372.0,100447.0,63547.0,38971.0,55350.0,51282.0,92244.0,45157.0,20605.0,20605.0
88137.0,100470.0,108642.0,57404.0,63547.0,38971.0,51283.0,98393.0,106597.0,45182.0,45182.0
90703.0,96374.0,90211.0,79938.0,57404.0,63547.0,65620.0,96351.0,88171.0,63615.0,63615.0
79953.0,73848.0,100450.0,112711.0,112711.0,57404.0,92244.0,116832.0,96365.0,96390.0,96390.0
23634.0,75898.0,106597.0,79953.0,79953.0,112711.0,98393.0,108642.0,65647.0,30861.0,30861.0
112211.0,114823.0,77928.0,57426.0,51282.0,108616.0,96351.0,90211.0,53360.0,53389.0,53389.0
119383.0,94344.0,65647.0,51283.0,51283.0,96333.0,116832.0,45157.0,112758.0,45202.0,45202.0
115800.0,114830.0,73848.0,51282.0,92244.0,79953.0,108642.0,106597.0,20605.0,116882.0,116882.0
94297.0,71826.0,75898.0,92244.0,94297.0,51282.0,90211.0,88171.0,45182.0,100502.0,100502.0
118363.0,100508.0,114823.0,94297.0,96351.0,51283.0,45157.0,96365.0,63615.0,100505.0,100505.0
118364.0,100509.0,94344.0,100443.0,116832.0,65620.0,106597.0,65647.0,96390.0,90268.0,90268.0
100443.0,116894.0,114830.0,96351.0,108642.0,92244.0,88171.0,53360.0,30861.0,116894.0,116894.0
118268.0,100512.0,71826.0,116832.0,90211.0,98393.0,65647.0,112758.0,53389.0,114848.0,114848.0
20063.0,18596.0,98453.0,100447.0,100450.0,94297.0,53360.0,20605.0,45202.0,18596.0,18596.0
96351.0,110760.0,90268.0,108642.0,45157.0,96351.0,112758.0,45182.0,116882.0,69799.0,69799.0
100447.0,108715.0,100508.0,90211.0,106597.0,116832.0,20605.0,63615.0,100502.0,47272.0,47272.0
108642.0,34990.0,116894.0,100450.0,77928.0,108642.0,45182.0,96390.0,100505.0,110760.0,110760.0
90211.0,20656.0,100509.0,45157.0,88171.0,90211.0,63615.0,30861.0,90268.0,108715.0,108715.0
20066.0,102576.0,114848.0,106597.0,65647.0,100450.0,96390.0,53389.0,116894.0,34990.0,34990.0
97893.0,69811.0,100512.0,77928.0,75898.0,45157.0,30861.0,45202.0,114848.0,20656.0,20656.0
94821.0,96438.0,18596.0,88171.0,20605.0,106597.0,53389.0,116882.0,18596.0,34993.0,34993.0
106597.0,104636.0,110760.0,65647.0,45182.0,77928.0,45202.0,100502.0,69799.0,78002.0,78002.0
81512.0,106688.0,108715.0,73848.0,63615.0,88171.0,116882.0,100505.0,47272.0,90288.0,90288.0
77928.0,106691.0,34990.0,75898.0,96390.0,65647.0,100502.0,114843.0,110760.0,20657.0,20657.0
112228.0,26823.0,20656.0,20605.0,114823.0,53360.0,100505.0,71836.0,108715.0,104636.0,104636.0
78443.0,94412.0,34993.0,45182.0,94344.0,112758.0,114843.0,90268.0,34990.0,106688.0,106688.0
60525.0,119000.0,102576.0,63615.0,30861.0,75898.0,71836.0,116894.0,20656.0,102594.0,102594.0
117869.0,98524.0,69811.0,96390.0,71826.0,20605.0,90268.0,114848.0,34993.0,106691.0,106691.0
65647.0,96480.0,20657.0,114823.0,45202.0,45182.0,116894.0,18596.0,78002.0,112839.0,112839.0
103024.0,63716.0,96438.0,94344.0,98453.0,63615.0,114848.0,69799.0,90288.0,112840.0,112840.0
96372.0,82150.0,104636.0,30861.0,100502.0,96390.0,18596.0,47272.0,69811.0,118990.0,118990.0
113782.0,119032.0,106688.0,114830.0,114843.0,114823.0,69799.0,110760.0,20657.0,73938.0,73938.0
97399.0,110841.0,102594.0,71826.0,71836.0,94344.0,47272.0,37033.0,96438.0,26835.0,26835.0
73848.0,119036.0,106691.0,45202.0,90268.0,30861.0,110760.0,108715.0,104636.0,118997.0,118997.0
100470.0,110852.0,26823.0,98453.0,116894.0,53389.0,37033.0,34990.0,106688.0,116951.0,116951.0
75898.0,51467.0,112839.0,100502.0,71839.0,71826.0,108715.0,20656.0,102594.0,90328.0,90328.0
96374.0,43285.0,94412.0,114843.0,114848.0,45202.0,34990.0,34993.0,106691.0,119000.0,119000.0
118396.0,117016.0,118990.0,71836.0,100508.0,116882.0,20656.0,78002.0,26823.0,119001.0,119001.0
64636.0,41247.0,45268.0,90268.0,100509.0,98453.0,34993.0,90288.0,112840.0,114906.0,114906.0
109693.0,71968.0,118997.0,116894.0,100512.0,100502.0,78002.0,69811.0,78024.0,98524.0,98524.0
109694.0,76066.0,119000.0,71839.0,18596.0,100505.0,90288.0,20657.0,100554.0,106717.0,106717.0
118400.0,114981.0,119001.0,114848.0,69799.0,114843.0,69811.0,96438.0,94411.0,96480.0,96480.0
64640.0,98603.0,98524.0,100508.0,47272.0,71836.0,20657.0,104636.0,112839.0,55524.0,55524.0
111749.0,117039.0,96480.0,100509.0,110760.0,90268.0,96438.0,106688.0,118990.0,82150.0,82150.0
98950.0,110896.0,100579.0,100512.0,37033.0,116894.0,104636.0,115642.0,73938.0,78055.0,78055.0
114823.0,117048.0,100580.0,18596.0,108715.0,71839.0,106688.0,102594.0,26835.0,92394.0,92394.0
49799.0,51517.0,55524.0,69799.0,34990.0,114848.0,115642.0,106691.0,118997.0,92395.0,92395.0
56969.0,90433.0,82150.0,47272.0,20656.0,100508.0,102594.0,2243.0,116951.0,112882.0,112882.0
61066.0,117074.0,63716.0,110760.0,34993.0,100509.0,106691.0,100550.0,90328.0,100597.0,100597.0
118414.0,115028.0,112882.0,37033.0,78002.0,100512.0,2243.0,26823.0,119000.0,119032.0,119032.0
114830.0,119125.0,119032.0,108715.0,90288.0,18596.0,100550.0,112840.0,119001.0,63737.0,63737.0
113808.0,115036.0,110841.0,34990.0,69811.0,69799.0,26823.0,78024.0,114906.0,114938.0,114938.0
71826.0,57696.0,119036.0,20656.0,102576.0,47272.0,112840.0,100554.0,98524.0,63743.0,63743.0
117906.0,108896.0,110852.0,34993.0,96438.0,110760.0,78024.0,94411.0,106717.0,45313.0,45313.0
119448.0,90477.0,51467.0,78002.0,20657.0,37033.0,100554.0,112839.0,96480.0,45315.0,45315.0
100508.0,41329.0,112912.0,90288.0,104636.0,108715.0,94411.0,118990.0,100580.0,92424.0,92424.0
119453.0,119154.0,53521.0,69811.0,106688.0,34990.0,112839.0,73938.0,55524.0,65802.0,65802.0
116894.0,119156.0,43285.0,102576.0,102594.0,20656.0,118990.0,26835.0,82150.0,53517.0,53517.0
100509.0,106875.0,117016.0,96438.0,106691.0,34993.0,73938.0,118997.0,78055.0,112912.0,112912.0
100512.0,119167.0,41247.0,20657.0,2243.0,78002.0,26835.0,116951.0,92394.0,53521.0,53521.0
117410.0,102789.0,71968.0,104636.0,100550.0,90288.0,118997.0,90328.0,92395.0,98585.0,98585.0
91811.0,104840.0,108833.0,106688.0,26823.0,69811.0,116951.0,119000.0,112882.0,84251.0,84251.0
94884.0,96653.0,76066.0,102594.0,112840.0,20657.0,90328.0,119001.0,100597.0,108829.0,108829.0
102576.0,104851.0,114981.0,106691.0,78024.0,96438.0,119000.0,114906.0,119032.0,108833.0,108833.0
104636.0,113049.0,98603.0,2243.0,112839.0,104636.0,119001.0,98524.0,63737.0,82210.0,82210.0
33472.0,113051.0,117039.0,100550.0,94411.0,106688.0,114906.0,106717.0,114938.0,76066.0,76066.0
106688.0,78237.0,110896.0,26823.0,94412.0,115642.0,98524.0,96480.0,119036.0,114981.0,114981.0
106691.0,113062.0,110902.0,112840.0,118990.0,102594.0,106717.0,100580.0,63743.0,90407.0,90407.0
76999.0,96697.0,117048.0,78024.0,73938.0,106691.0,96480.0,55524.0,45313.0,117032.0,117032.0
94412.0,78265.0,90433.0,112839.0,45268.0,2243.0,100579.0,82150.0,45315.0,112938.0,112938.0
100044.0,117177.0,75777.0,94411.0,118997.0,100550.0,100580.0,63716.0,92424.0,98603.0,98603.0
100045.0,76220.0,102728.0,94412.0,119000.0,26823.0,55524.0,78055.0,65802.0,117039.0,117039.0
87760.0,117180.0,117074.0,118990.0,119001.0,112840.0,82150.0,92394.0,53517.0,110896.0,110896.0
100057.0,117182.0,115028.0,73938.0,98524.0,78024.0,63716.0,92395.0,112912.0,90419.0,90419.0
60122.0,117183.0,119125.0,45268.0,106717.0,100554.0,78055.0,112882.0,53521.0,119094.0,119094.0
98524.0,115136.0,100698.0,118997.0,96480.0,94411.0,92394.0,100597.0,117016.0,117048.0,117048.0
119518.0,53701.0,115036.0,119000.0,100579.0,94412.0,92395.0,119032.0,98585.0,84288.0,84288.0
42207.0,106955.0,57696.0,119001.0,100580.0,112839.0,112882.0,63737.0,84251.0,90433.0,102726.0
118496.0,100812.0,108896.0,98524.0,55524.0,118990.0,100597.0,114938.0,108829.0,102726.0,102728.0
58081.0,117203.0,61793.0,106717.0,82150.0,73938.0,119032.0,119036.0,108833.0,102728.0,106827.0
118498.0,49621.0,98667.0,96480.0,63716.0,26835.0,63737.0,63743.0,82210.0,106827.0,94542.0
98019.0,113114.0,90477.0,100579.0,78055.0,45268.0,114938.0,45313.0,76066.0,94542.0,80207.0
63716.0,109019.0,39278.0,100580.0,92394.0,118997.0,119036.0,45315.0,114981.0,80207.0,117074.0
95966.0,109020.0,98671.0,55524.0,92395.0,116951.0,63743.0,92424.0,90407.0,117074.0,78166.0
82150.0,109023.0,41329.0,82150.0,112882.0,90328.0,45313.0,65802.0,117032.0,78166.0,106838.0
105704.0,104928.0,119154.0,63716.0,100597.0,119000.0,45315.0,53517.0,112938.0,106838.0,115036.0
115433.0,119282.0,119156.0,78055.0,119032.0,119001.0,92424.0,112912.0,98603.0,100698.0,106847.0
112362.0,106997.0,106875.0,92394.0,63737.0,114906.0,65802.0,53521.0,117039.0,115036.0,61793.0
119531.0,107004.0,119167.0,92395.0,114938.0,98524.0,53517.0,117016.0,110896.0,106847.0,106850.0
62696.0,107009.0,106884.0,112882.0,110841.0,106717.0,112912.0,98585.0,90419.0,61793.0,119138.0
103663.0,88580.0,102789.0,100597.0,119036.0,96480.0,53521.0,84251.0,119094.0,106850.0,119144.0
119032.0,115205.0,104840.0,119032.0,63743.0,100579.0,117016.0,108829.0,117048.0,119138.0,119146.0
110841.0,102926.0,96653.0,110841.0,110852.0,100580.0,98585.0,108833.0,84288.0,119144.0,90477.0
23802.0,16938.0,18831.0,114938.0,92424.0,55524.0,84251.0,82210.0,90433.0,119146.0,39278.0
75004.0,39472.0,104851.0,119036.0,65802.0,82150.0,108833.0,76066.0,102726.0,90477.0,106863.0
119036.0,43570.0,102808.0,110852.0,51467.0,63716.0,82210.0,114981.0,102728.0,39278.0,119151.0
118016.0,90679.0,113049.0,92424.0,112912.0,78055.0,76066.0,90407.0,106827.0,106863.0,119154.0
50945.0,102968.0,113051.0,65802.0,53521.0,92394.0,114981.0,117032.0,94542.0,119151.0,92531.0
110852.0,107067.0,80285.0,51467.0,117016.0,92395.0,90407.0,112938.0,80207.0,119154.0,119156.0
62213.0,117315.0,78237.0,112912.0,98585.0,112882.0,117032.0,98603.0,117074.0,92531.0,92534.0
105221.0,111172.0,113062.0,53521.0,84251.0,100597.0,112938.0,117039.0,78166.0,119156.0,92535.0
115463.0,96837.0,74151.0,43285.0,41247.0,119032.0,98603.0,110896.0,106838.0,92534.0,88440.0
55048.0,35398.0,74153.0,117016.0,71968.0,63737.0,117039.0,90419.0,100694.0,92535.0,119167.0
51467.0,72264.0,74154.0,98585.0,108833.0,114938.0,110896.0,119094.0,100698.0,88440.0,119171.0
103694.0,117322.0,74155.0,84251.0,82210.0,110841.0,90419.0,110902.0,115036.0,119167.0,106884.0
113428.0,90703.0,74156.0,41247.0,76066.0,119036.0,119094.0,117048.0,106847.0,119171.0,102789.0
43285.0,78417.0,115122.0,71968.0,114981.0,63743.0,110902.0,84288.0,108896.0,106884.0,104840.0
113430.0,119383.0,117177.0,108833.0,90407.0,45313.0,117048.0,43329.0,61793.0,102789.0,18831.0
63255.0,94821.0,96697.0,82210.0,117032.0,45315.0,84288.0,90433.0,106850.0,104840.0,104851.0
117016.0,78443.0,78265.0,76066.0,112938.0,110852.0,43329.0,102726.0,119138.0,18831.0,92564.0
41751.0,103024.0,76220.0,114981.0,98603.0,92424.0,90433.0,102728.0,119144.0,104851.0,113045.0
107291.0,107126.0,117180.0,90407.0,117039.0,65802.0,102726.0,106827.0,119146.0,92564.0,92565.0
100124.0,107127.0,117183.0,117032.0,110896.0,51467.0,102728.0,94542.0,100716.0,113045.0,113049.0
81180.0,107130.0,63936.0,112938.0,90419.0,53517.0,106827.0,80207.0,90477.0,92565.0,84378.0
111902.0,98939.0,100805.0,98603.0,119094.0,112912.0,94542.0,117074.0,39278.0,113049.0,113051.0
41247.0,98950.0,53701.0,117039.0,110902.0,53521.0,80207.0,119125.0,106863.0,84378.0,80285.0
118047.0,49799.0,100812.0,110896.0,117048.0,117016.0,117074.0,78166.0,119151.0,113051.0,78237.0
36641.0,119448.0,117203.0,90419.0,43329.0,98585.0,119125.0,106838.0,41329.0,80285.0,86431.0
116510.0,119453.0,82388.0,119094.0,90433.0,84251.0,78166.0,100694.0,119154.0,78237.0,113056.0
76066.0,117410.0,49621.0,110902.0,102726.0,41247.0,106838.0,100698.0,92531.0,86431.0,96674.0
71968.0,94884.0,109019.0,117048.0,75777.0,71968.0,100694.0,115036.0,119156.0,113056.0,100771.0
116517.0,84653.0,109020.0,90433.0,102728.0,108833.0,86357.0,106847.0,92534.0,96674.0,113062.0
114981.0,33472.0,109023.0,102726.0,106827.0,82210.0,100698.0,57696.0,92535.0,100771.0,74151.0
70433.0,29386.0,86496.0,75777.0,94542.0,76066.0,115036.0,108896.0,88440.0,113062.0,111015.0
98603.0,60122.0,104928.0,102728.0,117074.0,114981.0,106847.0,106850.0,119167.0,74151.0,74153.0
110896.0,43741.0,119270.0,106827.0,115028.0,90407.0,57696.0,61793.0,119171.0,111015.0,74154.0
92982.0,119518.0,109034.0,94542.0,119125.0,117032.0,108896.0,119138.0,106884.0,74153.0,74155.0
108344.0,58081.0,119282.0,117074.0,78166.0,112938.0,106850.0,119144.0,102789.0,74154.0,74156.0
51517.0,96999.0,106997.0,115028.0,100694.0,98603.0,61793.0,119146.0,104840.0,74155.0,117162.0
119621.0,115433.0,111098.0,119125.0,86357.0,117039.0,119138.0,100716.0,18831.0,74156.0,117164.0
81735.0,119531.0,107004.0,86357.0,100698.0,110896.0,119144.0,90477.0,104851.0,117164.0,117161.0
116553.0,113396.0,107009.0,100698.0,115036.0,90419.0,119146.0,39278.0,92564.0,115121.0,115121.0
116562.0,62213.0,88580.0,115036.0,106847.0,119094.0,100716.0,106863.0,113045.0,115122.0,115122.0
104274.0,105221.0,115205.0,106847.0,57696.0,110902.0,90477.0,119151.0,92565.0,70066.0,70066.0
117593.0,111367.0,102926.0,57696.0,108896.0,117048.0,39278.0,41329.0,113049.0,94644.0,94644.0
115036.0,115463.0,82453.0,108896.0,106850.0,84288.0,119151.0,119154.0,84378.0,78262.0,78262.0
69472.0,113428.0,55843.0,106850.0,61793.0,43329.0,41329.0,92531.0,113051.0,96697.0,96697.0
107872.0,113430.0,49706.0,61793.0,119138.0,90433.0,119154.0,119156.0,80285.0,117177.0,117177.0
108896.0,41751.0,16938.0,119138.0,119144.0,102726.0,92531.0,92534.0,78237.0,51643.0,51643.0
31594.0,107291.0,78383.0,119144.0,119146.0,75777.0,119156.0,92535.0,86431.0,76220.0,76220.0
78698.0,105244.0,39472.0,119146.0,98667.0,102728.0,92534.0,88440.0,113056.0,117180.0,117180.0
105834.0,56091.0,43570.0,98667.0,100716.0,106827.0,92535.0,119167.0,96674.0,51646.0,51646.0
58733.0,70433.0,90679.0,100716.0,90477.0,94542.0,88440.0,119171.0,100771.0,51647.0,51647.0
41329.0,107316.0,102968.0,90477.0,39278.0,80207.0,119167.0,106884.0,113062.0,63936.0,63936.0
108403.0,92982.0,115259.0,39278.0,119151.0,117074.0,119171.0,102789.0,74151.0,100803.0,100803.0
93046.0,119621.0,107067.0,119151.0,98671.0,115028.0,106884.0,104840.0,111015.0,100805.0,100805.0
111480.0,117593.0,117315.0,98671.0,41329.0,119125.0,102789.0,96653.0,74153.0,53701.0,53701.0
75640.0,31594.0,111172.0,41329.0,119154.0,78166.0,104840.0,18831.0,74154.0,104901.0,104901.0
99706.0,78698.0,96837.0,119154.0,119156.0,106838.0,96653.0,104851.0,74155.0,106952.0,106952.0
106875.0,107375.0,35398.0,119156.0,92534.0,100694.0,18831.0,92564.0,74156.0,100812.0,100812.0
107896.0,93046.0,72264.0,92534.0,92535.0,86357.0,104851.0,113045.0,117164.0,117197.0,117197.0
106368.0,111480.0,102986.0,92535.0,106875.0,100698.0,92564.0,92565.0,53679.0,63950.0,63950.0
84866.0,99194.0,117322.0,106875.0,119167.0,115036.0,113045.0,113049.0,115121.0,117202.0,117202.0
102789.0,60288.0,78417.0,119167.0,119171.0,106847.0,92565.0,84378.0,115122.0,117203.0,117203.0
107401.0,84866.0,119383.0,119171.0,106884.0,57696.0,102808.0,113051.0,70066.0,117204.0,117204.0
96653.0,107401.0,94821.0,106884.0,102789.0,108896.0,113049.0,80285.0,94644.0,49621.0,49621.0
111502.0,111502.0,119403.0,102789.0,104840.0,106850.0,84378.0,78237.0,78262.0,111062.0,111062.0
111503.0,111503.0,78443.0,104840.0,96653.0,61793.0,113051.0,86431.0,96697.0,86496.0,86496.0
78735.0,78735.0,103024.0,96653.0,18831.0,119138.0,80285.0,113056.0,117177.0,104928.0,104928.0
96149.0,107416.0,94832.0,18831.0,104851.0,119144.0,78237.0,96674.0,51643.0,57830.0,57830.0
107416.0,117659.0,107126.0,104851.0,92564.0,119146.0,86431.0,100771.0,76220.0,47596.0,47596.0
117659.0,72604.0,107127.0,92564.0,113045.0,98667.0,113056.0,113062.0,117180.0,82413.0,82413.0
72604.0,117672.0,107130.0,113045.0,92565.0,100716.0,96674.0,74151.0,51646.0,106997.0,111098.0
78237.0,97194.0,98939.0,92565.0,102808.0,90477.0,100771.0,111015.0,51647.0,111098.0,107004.0
117672.0,113583.0,53890.0,102808.0,113049.0,39278.0,113062.0,74153.0,63936.0,107004.0,78335.0
97194.0,101300.0,98950.0,113049.0,84378.0,119151.0,74151.0,74154.0,100803.0,78335.0,107009.0
101300.0,111549.0,49799.0,84378.0,113051.0,98671.0,111015.0,74155.0,100805.0,107009.0,88580.0
75701.0,86984.0,119453.0,113051.0,80285.0,41329.0,74153.0,74156.0,53701.0,88580.0,109068.0
99765.0,119754.0,47776.0,80285.0,78237.0,119154.0,74154.0,117164.0,104901.0,109068.0,29199.0
78265.0,119755.0,117410.0,78237.0,86431.0,92531.0,74155.0,53679.0,106952.0,29199.0,102927.0
118713.0,74705.0,94884.0,86431.0,113056.0,119156.0,74156.0,115121.0,84427.0,102927.0,80401.0
110013.0,78801.0,84653.0,113056.0,113062.0,92534.0,117164.0,115122.0,100812.0,80401.0,82453.0
111549.0,115666.0,37553.0,113062.0,74151.0,92535.0,53679.0,70066.0,117197.0,82453.0,100891.0
117182.0,66521.0,33472.0,74151.0,111015.0,88440.0,115121.0,94644.0,63950.0,100891.0,88616.0
116670.0,72667.0,29386.0,111015.0,74153.0,106875.0,115122.0,78262.0,117202.0,88616.0,55854.0
115136.0,105444.0,84688.0,74153.0,74154.0,119167.0,70066.0,96697.0,117203.0,55854.0,78383.0
114115.0,21479.0,60122.0,74154.0,74155.0,119171.0,94644.0,117177.0,117204.0,78383.0,39472.0
53701.0,105457.0,115420.0,74155.0,74156.0,106884.0,96697.0,51643.0,49621.0,39472.0,57905.0
114631.0,105460.0,43741.0,74156.0,53679.0,102789.0,117177.0,76220.0,111062.0,57905.0,43570.0
85448.0,80886.0,119518.0,53679.0,115121.0,104840.0,51643.0,117180.0,86496.0,43570.0,57908.0
119754.0,117756.0,96999.0,115121.0,115122.0,96653.0,76220.0,51646.0,104928.0,57908.0,117301.0
119755.0,115709.0,119531.0,115122.0,70066.0,18831.0,117180.0,51647.0,57830.0,117301.0,90679.0
100812.0,29701.0,113396.0,70066.0,96697.0,104851.0,51646.0,63936.0,47596.0,90679.0,102968.0
12236.0,91151.0,62213.0,96697.0,117177.0,92564.0,51647.0,100803.0,82413.0,102968.0,96825.0
96202.0,115731.0,105221.0,117177.0,51643.0,113045.0,63936.0,100805.0,106997.0,96825.0,115259.0
106955.0,35861.0,111367.0,51643.0,76220.0,92565.0,100803.0,53701.0,111098.0,115259.0,107067.0
117203.0,87062.0,115463.0,76220.0,117180.0,102808.0,100805.0,104901.0,107004.0,107067.0,35398.0
49621.0,115736.0,43787.0,117180.0,51646.0,113049.0,53701.0,106952.0,78335.0,35398.0,92746.0
93656.0,113700.0,113428.0,51646.0,117183.0,84378.0,104901.0,113098.0,107009.0,92746.0,102986.0
113114.0,60461.0,113430.0,117183.0,63936.0,113051.0,106952.0,84427.0,88580.0,102986.0,57932.0
109020.0,111663.0,41751.0,63936.0,100805.0,80285.0,113098.0,100812.0,109068.0,57932.0,107086.0
109023.0,76856.0,6936.0,100805.0,53701.0,78237.0,84427.0,117197.0,29199.0,107086.0,102990.0
104928.0,62521.0,107291.0,53701.0,106952.0,86431.0,100812.0,63950.0,102927.0,102990.0,90702.0
108516.0,105547.0,105244.0,106952.0,113098.0,113056.0,117197.0,117202.0,80401.0,90702.0,119377.0
105444.0,54353.0,56091.0,113098.0,84427.0,96674.0,63950.0,117203.0,82453.0,119377.0,117326.0
21479.0,23634.0,117535.0,84427.0,100812.0,100771.0,111052.0,117204.0,100891.0,117326.0,55890.0
89579.0,115800.0,70433.0,100812.0,117197.0,113062.0,117202.0,82388.0,88616.0,55890.0,119383.0
105457.0,109661.0,54058.0,111052.0,63950.0,74151.0,117203.0,111062.0,55854.0,119383.0,107115.0
105460.0,117856.0,109361.0,63950.0,111052.0,111015.0,117204.0,49621.0,78383.0,107115.0,119403.0
118261.0,117867.0,107316.0,117203.0,117203.0,74153.0,82388.0,109023.0,39472.0,119403.0,103024.0
80886.0,60525.0,92982.0,117204.0,117204.0,74154.0,82387.0,86496.0,57905.0,103024.0,94832.0
73209.0,117869.0,119621.0,82388.0,82388.0,74155.0,111062.0,104928.0,57906.0,94832.0,113267.0
117756.0,44144.0,119623.0,82387.0,82387.0,74156.0,49621.0,57830.0,43570.0,113267.0,107126.0
,93300.0,54087.0,49621.0,49621.0,117164.0,109023.0,109034.0,57908.0,107126.0,107127.0
,113782.0,111438.0,109019.0,109019.0,53679.0,86496.0,47596.0,117301.0,107127.0,107130.0
,97399.0,117593.0,109023.0,109023.0,115121.0,104928.0,82413.0,90679.0,107130.0,33406.0
,64636.0,78698.0,86496.0,86496.0,115122.0,57830.0,106997.0,102968.0,33406.0,109184.0
,109693.0,107375.0,104928.0,104928.0,70066.0,109034.0,111098.0,96825.0,109184.0,103042.0
,109694.0,93046.0,119270.0,57830.0,94644.0,47596.0,107004.0,115259.0,103042.0,113282.0
,64640.0,111480.0,57830.0,109034.0,96697.0,82413.0,78335.0,107067.0,113282.0,98950.0
,105604.0,99194.0,109034.0,47596.0,117177.0,106997.0,107009.0,35398.0,98950.0,84620.0
,111749.0,60288.0,47596.0,82413.0,51643.0,111098.0,88580.0,92746.0,57991.0,115349.0
,113808.0,84866.0,82413.0,119282.0,76220.0,107004.0,109068.0,102986.0,84620.0,51862.0
,19600.0,107401.0,119282.0,106997.0,117180.0,111101.0,29199.0,57932.0,115349.0,55960.0
,117906.0,111502.0,106997.0,111098.0,51646.0,78335.0,102927.0,107086.0,51862.0,109210.0
,113815.0,111503.0,111098.0,107004.0,51647.0,107009.0,80401.0,102990.0,55960.0,82590.0
,97432.0,78735.0,107004.0,78335.0,63936.0,88580.0,82453.0,90702.0,109210.0,47776.0
,97433.0,76689.0,78335.0,107009.0,117183.0,109068.0,100891.0,119377.0,119453.0,103073.0
,97471.0,107416.0,107009.0,88580.0,100803.0,29199.0,88616.0,117326.0,82590.0,94884.0
,60611.0,91034.0,88580.0,115205.0,100805.0,102927.0,55854.0,55890.0,47776.0,117412.0
,83141.0,117659.0,115205.0,102926.0,53701.0,80401.0,78383.0,80469.0,103073.0,80549.0
,76999.0,86947.0,102926.0,29199.0,104901.0,82453.0,39472.0,119383.0,94884.0,84653.0
